ID,Name,Email,Age,JoinDate,Salary,Department,Remarks
321,David White,fjordan@smith.com,150.0,2021-11-18,31449.7,Finance,
322,Gregory Bernard,jasonmorris@rangel-randolph.com,150.0,2024-07-19,103587.84,Sales,Poor
323,Erin Carlson,jason73@yahoo.com,150.0,2021-05-19,51860.45,Finance,Average
324,Jordan Casey,laura56@gmail.com,150.0,2025-06-07,73972.42,,Good
325,Jessica Prince,allenkayla@hotmail.com,150.0,2023-05-12,34759.17,Engineering,Poor
326,Pamela Pena,zgonzalez@hotmail.com,150.0,2024-03-13,88413.05,Finance,Average
327,Mr. Mark Wood,yschneider@smith.com,150.0,2022-04-25,31129.2,Sales,Average
328,Jennifer Diaz,taylorstacey@gmail.com,150.0,2021-06-29,74331.22,Sales,
329,Alexandria Weber,williamsbrandy@yahoo.com,150.0,2025-04-15,,,Good
330,Gary Daniel,lauramiles@richardson.com,150.0,2023-07-07,42887.4,Engineering,
331,Steven Arnold,olsonbryan@hotmail.com,150.0,2024-06-04,63785.24,Engineering,Poor
332,Melanie Willis,tara53@mayer.net,150.0,2024-09-04,83817.83,Sales,Average
333,Alicia Gonzalez,gramos@yahoo.com,150.0,2020-09-05,93424.38,Engineering,
334,Francisco Dunlap,clayton28@hotmail.com,150.0,2024-02-04,85335.55,HR,Average
335,Jennifer Butler,sabrinaward@williams-smith.com,150.0,2022-04-19,64569.7,HR,Average
336,Vanessa Brown,yangmary@hotmail.com,150.0,2023-01-12,109240.04,,Average
337,Michelle Baker,murraymatthew@yahoo.com,150.0,2024-06-09,85329.17,HR,
338,Carolyn Walters,jessemiller@moses.com,150.0,2020-09-25,45953.92,Engineering,
339,Monica Kelly,mendozasherri@moore.org,150.0,2020-12-04,67572.86,HR,Poor
340,Russell Johnson DVM,louis68@hotmail.com,150.0,2024-03-01,,Engineering,Average
341,Austin Short,youngkaitlyn@yahoo.com,150.0,2022-05-27,41069.47,Sales,Average
342,Hayley Pierce,clarkkristine@gmail.com,150.0,2021-06-26,70856.83,Finance,Poor
343,John Solis,martha98@yahoo.com,150.0,2022-07-29,115150.98,Finance,Average
344,Maria Taylor,zmathews@yahoo.com,150.0,2022-04-19,88595.53,Finance,Average
345,Janet Zimmerman,scottkevin@sanders.com,150.0,2024-08-17,33276.88,Finance,Good
346,Stephen Nguyen,pstewart@yahoo.com,150.0,2022-09-24,33250.04,Finance,
347,Jennifer Frazier,erogers@yahoo.com,150.0,2021-10-25,42464.95,Sales,Good
348,Annette Lewis,jacqueline62@jones.info,150.0,2023-04-07,40062.5,Sales,
349,Melissa Roberts,juan46@gmail.com,150.0,2020-06-22,51077.35,Sales,
350,William Martinez,matthew21@anderson.com,150.0,2021-08-12,57106.62,Engineering,
351,Maria Perkins,joseph36@gmail.com,150.0,2021-10-19,62122.78,Engineering,Good
352,Daniel Montgomery,crosbyjames@gmail.com,34.0,2022-07-31,42101.9,Engineering,
353,Ms. Haley Rubio,christopher71@roberts.com,58.0,2024-10-03,96753.48,Engineering,Average
354,Clifford Bautista,laurabrown@hotmail.com,24.0,2024-12-16,84276.57,,Average
355,Adam Quinn,kellymadison@gmail.com,18.0,2025-04-01,117604.0,,
356,Ronald Rivers,pjackson@gmail.com,64.0,2020-09-15,,Engineering,Good
357,Brian Perkins,carterpatrick@yahoo.com,43.0,2021-02-13,64273.76,Sales,Poor
358,Doris Bruce,jmurphy@hotmail.com,26.0,2024-02-14,,Sales,Average
359,Peter Myers,gmurray@yahoo.com,66.0,2020-11-03,89412.32,HR,
360,Albert Lopez,parktanya@gmail.com,67.0,2022-02-02,69281.86,Sales,
361,Taylor Morris,cbeck@butler.biz,30.0,2025-01-06,44528.59,Sales,Average
362,Corey Savage,davisbarbara@brown.com,29.0,2021-12-21,44775.84,HR,Good
363,Shari Chavez,hubbardsue@yahoo.com,60.0,2020-11-24,88520.67,Engineering,Poor
364,Emily Dickson,vmitchell@johnson.com,55.0,2022-01-05,55712.62,Finance,
365,Sarah Thompson,sarahrich@yahoo.com,29.0,2024-11-17,107451.43,,Poor
366,Omar Mathews,lauren42@ferguson.info,21.0,2022-10-09,81589.59,,Poor
367,John Roy,kevinromero@best.com,20.0,2023-05-14,94762.24,HR,Poor
368,Diana Malone,vjones@mcdonald.info,42.0,2023-06-06,68147.18,Engineering,
369,Sabrina Banks,meredithsosa@clarke-russo.net,36.0,2024-02-28,47640.75,,
370,Brandy Cole,vstone@wheeler.biz,62.0,2023-06-28,48823.21,,Average
371,Michael Byrd,caldwellmarcus@lambert.com,61.0,2022-04-14,55145.42,Engineering,Poor
372,Jessica Black,rroberts@barnett.com,68.0,2023-09-07,90170.57,,
373,Joseph Wilson,valerie12@curtis.biz,44.0,2023-06-14,45241.05,Sales,Poor
374,David Bailey,ygarcia@yahoo.com,45.0,2024-03-30,75011.63,,
375,Angela Rojas,dmartin@rhodes.com,43.0,2021-01-12,102589.08,HR,
376,Stephen Mason,kevin02@bennett.com,23.0,2024-12-17,84259.83,Sales,Poor
377,Sheryl Oneal,jshannon@hotmail.com,42.0,2022-09-14,37968.08,,Average
378,Alyssa Rivera,ericramirez@gmail.com,64.0,2021-10-19,94346.52,Sales,
379,Mrs. Kara Murphy MD,matthewhenderson@hotmail.com,64.0,2024-11-26,104864.09,Sales,Average
380,Maria Richardson,dustinmiller@hotmail.com,67.0,2022-07-11,106692.95,HR,Poor
381,Kenneth Ferguson,patrick36@yahoo.com,52.0,2021-02-08,37147.31,,
382,Taylor Sharp,juanatkinson@diaz.com,51.0,2024-11-01,110229.27,Engineering,
383,Ricky Smith,donnasmith@hotmail.com,35.0,2023-06-13,72817.88,HR,Poor
384,Cindy Wilson,charlene76@hotmail.com,25.0,2020-07-26,63713.86,,Poor
385,Javier Conway Jr.,ubecker@hotmail.com,57.0,2022-06-30,95912.67,Finance,Average
386,Catherine Stone,sharon75@gmail.com,55.0,2024-04-11,96069.07,HR,
387,Aaron Villanueva,nancy08@hotmail.com,70.0,2021-11-02,110447.09,Engineering,
388,Susan Singh,tclark@hotmail.com,45.0,2021-05-04,113050.41,Engineering,Poor
389,Daryl Lee,frederickanderson@mitchell.com,52.0,2021-11-30,81846.2,HR,
390,Jackie Bowers,njohnson@hotmail.com,,2022-07-27,56020.1,,Good
391,Martin Ramirez,heathermyers@green.com,70.0,2022-07-24,69441.4,,
392,Anne Pratt,vmiles@jackson.biz,,2020-10-28,85601.46,,
393,Jessica Cooke,shammond@yahoo.com,30.0,2021-04-23,85966.15,,Poor
394,Eric Smith,zchavez@yahoo.com,60.0,2023-02-27,76304.97,Sales,
395,Donald Wilson,kevin82@valdez.biz,51.0,2020-12-20,113756.06,Engineering,
396,Julie Woodard,cassandragreen@hotmail.com,31.0,2021-04-16,,Sales,
397,Miguel Coleman,campbelljames@atkins.com,65.0,2024-05-21,95181.2,Sales,Good
398,Ashley Mcclain,garciawilliam@maynard-hoffman.org,65.0,2024-09-02,104508.34,Sales,Good
399,Haley Griffith,rachel06@yahoo.com,68.0,2024-07-09,66621.5,HR,Average
400,Erika White,jeremy66@mclean.net,45.0,2024-02-03,63748.46,Sales,
401,Michelle Tucker,jcunningham@hotmail.com,61.0,invalid_date,112170.65,Finance,
402,Adam Cook,johnharrell@yahoo.com,21.0,invalid_date,92582.59,Finance,
403,,jane18@fowler.com,23.0,invalid_date,100645.71,Sales,
404,Maria Guerrero,cindypeters@hotmail.com,25.0,invalid_date,78422.25,HR,Poor
405,Diana Martinez,melissa49@dyer-walker.com,43.0,invalid_date,,,
406,Jack Choi,michaelsoto@malone-fowler.com,53.0,invalid_date,72327.96,,Average
407,Douglas Berry,thomashill@yahoo.com,66.0,invalid_date,42965.13,HR,
408,Meghan Chen,zburke@smith-delacruz.com,20.0,invalid_date,83908.35,HR,Good
409,Joy Choi,mcculloughjessica@gmail.com,34.0,invalid_date,101507.6,Finance,Average
410,Mark Hernandez,fnewman@hotmail.com,39.0,invalid_date,107656.9,HR,
411,Adam Bass,hansensarah@matthews.info,62.0,invalid_date,99110.39,,Poor
412,Jordan Thomas,taylorashley@yahoo.com,18.0,2023-07-21,68819.48,Sales,Good
413,Dawn Johnson,johnsonalfred@gmail.com,46.0,2022-05-27,36333.7,Engineering,Poor
414,Wendy Fox,williamsbarbara@hotmail.com,57.0,2020-11-24,106790.01,Sales,
415,Katelyn Lang,cohenbrandon@diaz.com,58.0,2022-07-06,71478.01,Engineering,
416,Gregory Taylor,nancycooley@hotmail.com,43.0,2024-07-26,95921.83,Engineering,Average
417,Michelle Watson,cmoreno@hotmail.com,44.0,2022-07-27,76263.11,Sales,Average
418,Samantha Jimenez,rogersjeremiah@hotmail.com,48.0,2022-09-02,35770.9,Sales,
419,Charles Carter,traceyjensen@hicks.com,27.0,2025-01-13,107563.24,Finance,
420,Gary Ray MD,palmercatherine@yahoo.com,34.0,2021-02-11,87287.01,HR,
421,Tonya Martin,taylor59@vang.com,,2021-10-23,60126.15,Finance,
422,Corey Burgess,samuel42@yahoo.com,24.0,2024-12-21,106885.5,Finance,Average
423,Robert Martinez,ryansmith@murray.info,49.0,2023-05-24,47097.68,HR,Average
424,Amanda Hanson,gmiller@smith-lewis.info,60.0,2023-03-10,43286.82,Finance,
425,Brian Ayala,smithnancy@hughes-hernandez.org,23.0,2024-03-12,77715.12,Sales,Average
426,Gregg Tanner,elizabeth53@johnson.com,52.0,2023-07-31,30515.85,Engineering,
427,Maria Clayton,gwaller@taylor.info,37.0,2022-11-02,84874.7,Engineering,Good
428,Jamie Hardy,iproctor@mcdowell.com,23.0,2022-12-31,43055.04,Sales,Average
429,Kathleen Peterson,mmosley@gmail.com,67.0,2022-05-15,80402.17,Engineering,Good
430,George Whitaker,ericaphillips@yahoo.com,29.0,2020-09-28,92041.08,Engineering,
431,Devin Bailey,jasonparsons@gmail.com,48.0,2023-07-03,47187.92,Engineering,Poor
432,Dana Rodriguez,brandyadams@hotmail.com,45.0,2023-02-25,32394.55,Sales,Good
433,Dr. Matthew Gomez,charleseverett@pugh-stevens.com,42.0,2024-02-17,91707.49,Sales,
434,Christopher Garcia,monica24@gmail.com,24.0,2021-07-04,112470.79,Engineering,Poor
435,Thomas Hess,chad97@hotmail.com,42.0,2022-04-10,64518.85,Engineering,
436,Sally Smith,rodriguezjenny@hotmail.com,52.0,2022-02-04,34806.24,Finance,Average
437,Joshua Ramirez,hmoore@richardson.biz,49.0,2023-09-27,,HR,
438,Robert Smith,dylan81@allen.com,44.0,2024-09-24,111819.55,,
439,Casey Khan,cochrannicole@yahoo.com,28.0,2021-05-20,31358.58,Finance,
440,Keith Harris PhD,shari66@mack.com,43.0,2020-10-05,108855.2,Sales,Average
441,Daniel Sanchez,patrick48@mcdonald-bowman.com,60.0,2021-04-19,,Engineering,Good
442,Chelsea Hancock,paula46@gmail.com,40.0,2025-03-25,,Engineering,Poor
443,Douglas Walker,yanderson@adams.com,49.0,2024-06-06,65901.85,,Poor
444,Nathan Smith,allenjames@gmail.com,43.0,2020-11-29,119569.43,Finance,Average
445,Michelle Hicks,anthony26@gmail.com,29.0,2021-04-12,65165.0,HR,Good
446,Olivia Black,douglas98@michael.com,48.0,2024-08-31,73521.73,,
447,Theresa Dixon,trevor13@hotmail.com,46.0,2021-05-25,55503.14,HR,Good
448,Olivia Martinez,hermanrenee@hotmail.com,25.0,2023-10-01,87720.43,Sales,Good
449,Cynthia Willis,warrenscott@gmail.com,59.0,2021-09-04,69042.73,Sales,
450,Nicholas Carrillo,patrick07@gmail.com,69.0,2023-06-28,70041.79,Finance,Good
451,John Allen,eric64@miller.com,44.0,2022-06-20,87405.55,,Good
452,Michelle Smith MD,corey29@andrews-foster.org,55.0,2020-11-04,33960.45,Finance,Poor
453,Sydney Bennett,matthewmartinez@roy-wu.com,41.0,2022-01-03,104868.5,Sales,
454,Tiffany Shaw,lisasmith@gmail.com,38.0,2020-07-05,113952.94,Engineering,
455,Michael Price,uflores@juarez-johnson.com,42.0,2021-11-02,103112.37,Finance,Good
456,Charles Morris,rachel19@harmon.com,41.0,2021-05-30,,,Average
457,Carlos Walter,tcole@copeland-moses.net,56.0,2022-04-08,48958.66,HR,Average
458,Lauren Sellers,michelleellis@cooper-williams.com,32.0,2023-10-19,62585.39,,Good
459,Joseph Carter,jillgould@yahoo.com,70.0,2024-11-01,61018.55,Engineering,Poor
460,Jack Meadows,harrellpatrick@rodriguez.com,62.0,2025-04-30,91082.41,Sales,Good
461,Kurt Turner,shelby32@bailey.com,19.0,2021-11-25,61350.04,Finance,Good
462,Linda Clayton,esmith@yahoo.com,63.0,2023-09-06,88538.78,,Good
463,Shawn Blair,karen65@hotmail.com,61.0,2024-08-06,105158.32,HR,
464,James Jones,patelmatthew@gmail.com,66.0,2021-02-08,113661.91,Finance,Poor
465,Logan Wolfe,zrichardson@ingram.com,32.0,2024-11-13,102427.36,Finance,
466,Mary Sanchez,imartin@yahoo.com,51.0,2021-05-01,68404.71,HR,Average
467,Cheryl Perez,paul70@gmail.com,18.0,2025-06-03,92298.17,,
468,Shawn Wilson,daniel01@gmail.com,26.0,2021-12-31,96973.22,Sales,
469,Susan Tucker,agallegos@yahoo.com,54.0,2025-01-17,60756.16,,
470,Jonathan Mitchell,megankeller@robbins-carter.info,27.0,2023-08-04,65474.82,HR,
471,Tiffany Christensen,amanda05@jefferson.com,60.0,2021-10-12,82788.41,,Average
472,Cindy Kennedy,gallagherkimberly@nelson.org,27.0,2024-09-23,62907.12,,Average
473,Bradley Smith,stephen37@gmail.com,29.0,2022-07-24,92687.65,Finance,Average
474,Jeremy Hayden,deanjoshua@yahoo.com,28.0,2022-09-18,49257.25,,
475,Erika Taylor,suttonstephen@yahoo.com,65.0,2025-02-19,81879.23,HR,Poor
476,Adam Freeman,amandajohnson@medina.com,47.0,2021-10-11,109479.86,Sales,
477,Angela Simpson,robinsonamber@rodriguez-scott.com,58.0,2022-01-16,31602.03,HR,
478,Allen Powell,cainfelicia@perez.biz,64.0,2023-05-22,118039.55,Finance,
479,Crystal Williams,lrichardson@yahoo.com,51.0,2020-12-24,93528.79,Engineering,Good
480,Jaime Vincent,juliemonroe@yahoo.com,22.0,2021-04-19,58134.68,Finance,Average
481,Holly Joseph,wrose@yahoo.com,,2023-06-13,95691.42,Finance,
482,Nicholas Wolfe,sanchezamber@yahoo.com,35.0,2025-05-20,48787.14,Finance,
483,Beth Wright,jack62@perkins.net,39.0,2020-09-14,30400.51,Sales,Average
484,Jeremy Bryant,emma90@key.biz,29.0,2023-01-22,95849.1,Finance,
485,Cynthia Reynolds,stephensampson@gmail.com,30.0,2025-02-04,112237.54,Finance,Average
486,Timothy Wilkerson,matthewdiaz@gmail.com,30.0,2024-10-18,75002.87,Engineering,Average
487,Kaylee Wright,kellyronald@gmail.com,22.0,2024-02-24,,Finance,Average
488,Christopher Lynch,ggrimes@gmail.com,43.0,2021-07-13,101532.26,Finance,
489,Michael Lopez,erin91@gmail.com,63.0,2023-06-26,105829.9,Engineering,Poor
490,Nicole Reynolds,qnguyen@stewart.com,49.0,2023-11-22,113852.3,Sales,
491,Taylor Jefferson DDS,whitestephen@gmail.com,57.0,2024-08-15,110890.38,HR,
492,Christopher Mcgee,parkdavid@hoffman-griffin.biz,49.0,2021-05-10,,HR,
493,Alicia Wilson,doylekathryn@gmail.com,37.0,2021-06-05,109175.27,,Poor
494,Mandy Patel,theresa76@herrera.com,29.0,2024-05-05,82631.6,HR,
495,Charlene White,ljones@rhodes.org,19.0,2023-12-25,48292.74,Engineering,Good
496,Alicia Williamson,trojas@hotmail.com,29.0,2022-05-21,31620.59,Finance,
497,Denise Oconnell,crystal60@freeman.net,40.0,2020-10-03,82127.54,Engineering,Average
498,Jerry Gonzalez,benjaminhorton@wood-gray.net,35.0,2025-03-13,84009.2,Engineering,
499,Jason Greene,johnparrish@silva-yoder.org,34.0,2023-01-27,87105.12,Engineering,
500,Janice Jackson,xatkins@mitchell.org,44.0,2025-05-19,93587.93,HR,Average
501,Denise Cobb,kwilliams@rush.info,30.0,2023-07-23,59515.36,Finance,Poor
502,Garrett Reese,erica24@hotmail.com,52.0,2021-05-08,54006.17,,Poor
503,Steven Sanchez,unknown,39.0,2022-06-01,61978.17,,Average
504,Johnny Parks,lindsayconner@andersen.net,48.0,2023-04-27,83057.82,HR,
505,Michael Mcdaniel,morganperez@gmail.com,24.0,2022-05-13,108383.98,Finance,Poor
506,Amber James MD,walterssamantha@villarreal-montes.com,33.0,2021-09-16,98470.59,HR,Average
507,Lisa Gardner,normancraig@jackson.net,39.0,2020-12-29,96891.26,Engineering,
508,Robert Valentine,stevencross@yahoo.com,44.0,2023-02-16,86162.5,HR,Poor
509,Melissa Tanner,morsekathleen@montes.biz,48.0,2023-10-18,52367.88,Engineering,
510,Ashley Long,kevinrivas@thomas.com,70.0,2025-04-07,115957.33,,Average
511,Stephanie Nguyen,richarddixon@best-williams.com,65.0,2025-01-13,61136.94,HR,
512,Helen Mueller,thernandez@forbes.com,46.0,2023-08-11,96478.49,,
513,Eugene Moore,reidtyler@hotmail.com,57.0,2023-08-24,41971.34,HR,Good
514,Erica Ray,darcher@price-johnson.com,67.0,2021-12-18,114130.66,Engineering,
515,Dalton Pearson,jeffreyanderson@thompson.com,69.0,2023-02-01,69317.96,Sales,Average
516,Dr. Sarah Fernandez,joshua98@huff.com,32.0,2024-05-01,45556.93,HR,Average
517,Christopher Hughes,emily37@johnson.com,42.0,2025-05-20,102026.15,Finance,
518,Scott Monroe,cgarcia@andrade.com,34.0,2024-02-20,37372.58,Sales,Good
519,Patricia Jackson,vmyers@gmail.com,62.0,2020-12-06,95101.38,Finance,Poor
520,Sara Mcdaniel,xperez@ho.com,32.0,2021-09-18,,Finance,Average
521,Jeffrey Garcia,alexandervillanueva@mueller.com,35.0,2023-05-30,98038.47,,
522,Sarah Smith,samanthasanchez@malone.com,47.0,2025-03-03,84657.57,Sales,Poor
523,Jeffery Rodriguez,tara39@wang.com,46.0,2025-03-06,37667.38,Engineering,Good
524,Michael Pierce,russellalan@deleon-carter.com,69.0,2021-12-28,45242.84,HR,
525,Meredith Myers,ptanner@morton.org,42.0,2021-09-20,48333.45,HR,Good
526,Todd Williamson,victoria92@williams-chavez.com,45.0,2022-03-26,43102.4,Engineering,Good
527,Kristin Foster,tflores@hotmail.com,52.0,2020-08-06,36497.46,Engineering,Good
528,Kelly Gutierrez,michael54@gmail.com,30.0,2024-04-28,85426.15,HR,Poor
529,Yesenia Benjamin,margaretgonzalez@hotmail.com,19.0,2024-05-30,53291.61,Engineering,Good
530,Joseph Meyers,gillespiezachary@tran.com,69.0,2021-11-06,56639.65,HR,Average
531,Marcus Simmons,davidmorales@hotmail.com,24.0,2021-08-24,,Sales,
532,Alexander Jackson,whodges@howard.info,63.0,2020-10-02,66447.79,Sales,
533,Paul Bishop,cassie19@yahoo.com,53.0,2023-01-03,104338.6,Engineering,
534,Lee Sims,barnettandrea@riley-wiggins.org,43.0,2022-12-26,108289.95,Sales,Good
535,Tim King,matthew52@gmail.com,27.0,2021-03-05,111784.36,Sales,
536,Timothy Boyd,paul18@diaz.com,67.0,2023-12-30,61232.81,,Average
537,Lauren Christensen,richardsonfrank@santos-graham.biz,28.0,2023-11-06,40615.22,,Poor
538,Brandon Higgins,kevinhood@gmail.com,23.0,2020-10-27,114386.94,Sales,Average
539,Albert Lopez,jacobprince@hotmail.com,31.0,2025-03-08,62260.53,Engineering,Good
540,Christopher Wise,danielle49@castillo-anderson.info,19.0,2024-01-16,74969.87,HR,Good
541,,unknown,32.0,2021-10-07,58031.73,HR,Average
542,Matthew Reed,evansdestiny@cantu.com,58.0,2025-05-15,78387.0,Sales,
543,Laura Fisher,elliottbrian@gmail.com,36.0,2021-11-01,34771.82,Engineering,Poor
544,Emma Gregory,nicolewatts@hotmail.com,29.0,2025-06-14,103503.4,Sales,Average
545,Alexis Garcia,weekscindy@hotmail.com,41.0,2022-07-20,63988.75,,Average
546,Michael Kaufman,dporter@maynard.biz,50.0,2024-04-10,37214.22,Sales,
547,William Garcia,trodriguez@yahoo.com,58.0,2022-07-14,34183.82,Sales,Poor
548,Shari Evans,fisherryan@yahoo.com,42.0,2021-04-15,36383.7,,
549,Gary Sherman,lholland@sawyer-martin.net,55.0,2024-12-25,95052.25,HR,Average
550,Sandra Bell,tinaandersen@hotmail.com,53.0,2023-12-07,64428.41,HR,Good
551,Christina Carson,michaelmoore@ford-hudson.org,32.0,2021-06-04,118303.42,Finance,Average
552,Austin Bolton,lisaknapp@hotmail.com,63.0,2021-05-06,62956.95,Sales,Good
553,Barbara Burns,evansmaria@shaw.net,,2024-05-01,102184.0,,
554,James Gilbert,rbarker@lee.com,63.0,2021-01-14,110519.86,Finance,Average
555,Brandon Camacho,dmorton@martin.com,69.0,2023-12-29,101702.11,Sales,Good
556,Carrie King,imorris@phillips.com,18.0,2022-02-09,,HR,Poor
557,Carl Kelly,adkinsrebecca@gmail.com,21.0,2023-11-22,67708.2,Sales,
558,Tanner Rocha,beth36@yahoo.com,70.0,2025-03-29,68412.2,Finance,Good
559,James Perez,jeremy49@gmail.com,27.0,2024-12-07,60133.97,Finance,
560,Robin Delgado,unknown,20.0,2024-02-21,92111.04,HR,Average
561,Tara Everett,katherinecarrillo@gmail.com,43.0,2023-04-28,83353.45,Sales,
562,Andrea Wright,johnpalmer@yahoo.com,61.0,2020-11-16,112234.65,Finance,Average
563,Teresa Hunt,toddjohnson@hotmail.com,58.0,2023-10-07,32293.41,,
564,Jonathan Yu,tracy52@alexander.com,24.0,2022-10-03,59346.65,HR,Poor
565,David Roth,medinajonathan@yahoo.com,46.0,2022-12-22,96201.92,Sales,Good
566,Marc Burgess,walkeramy@gmail.com,36.0,2022-12-05,51969.75,HR,Good
567,Kimberly Jackson,terri06@weber-ashley.com,48.0,2024-04-17,83149.2,Finance,
568,Tina Brown,scottpace@hotmail.com,54.0,2021-03-23,37071.24,Sales,
569,Mary Perez,unknown,31.0,2020-12-30,99969.69,,Average
570,Steven Forbes,barrettrobert@mcfarland-thomas.net,27.0,2025-03-21,97486.8,HR,
571,Michael Smith,sandra05@smith-lee.com,68.0,2023-03-07,98516.3,Engineering,Good
572,John James,vscott@guerrero-knight.com,55.0,2024-04-17,48118.65,Sales,
573,Dr. Dana Ferguson,jenniferrowe@hotmail.com,30.0,2022-09-28,61132.45,HR,Good
574,Jennifer Mata,brittany75@ramirez.com,54.0,2021-12-15,117202.09,Finance,Poor
575,Kristen Ferrell,dhunter@yahoo.com,27.0,2022-05-21,96869.67,,
576,Andrew Hicks,greenjohnny@richardson.com,54.0,2021-08-12,79301.96,Finance,Average
577,Zoe Kent,elizabeth56@foster.com,56.0,2022-03-12,79496.57,Engineering,Poor
578,Whitney Robinson,navarrojoseph@montgomery-may.com,58.0,2023-11-11,117043.33,HR,
579,Rachael Edwards,andrewklein@harvey.com,51.0,2022-08-10,119143.58,Finance,Good
580,Tracy Ross,mgolden@hotmail.com,25.0,2025-06-04,115386.71,Sales,
581,,kylemercer@chambers.info,23.0,2024-08-29,90604.9,Engineering,
582,Joseph Johnson,cheryl80@gonzalez.com,57.0,2024-09-17,34706.83,Engineering,Average
583,Julian Kennedy,jesusbrown@gmail.com,28.0,2023-01-22,64656.69,Sales,
584,Oscar Castaneda,wyoung@gmail.com,70.0,2025-05-12,60849.25,Finance,Poor
585,Shelly Johnson,ryan56@chapman.org,22.0,2024-06-06,88354.86,Finance,
586,Jeffrey Wilkerson DVM,gordonjessica@hotmail.com,21.0,2023-03-12,60958.2,,Good
587,Colin Spears,sylviajohnson@hotmail.com,57.0,2021-10-18,85393.48,Sales,Good
588,Steven Wright,uoneal@gmail.com,43.0,2022-01-05,95573.07,Sales,Good
589,Devin Colon,mrivera@yahoo.com,45.0,2024-02-25,41046.25,Finance,Poor
590,Jaclyn Moore,jameswilliam@hotmail.com,54.0,2023-10-20,111356.24,,Average
591,Cynthia Stanley DVM,annette56@hess.biz,61.0,2024-11-20,76645.84,Engineering,Poor
592,Karen Foster,glopez@vincent.com,38.0,2023-11-04,82324.35,Sales,Average
593,Rachael Richardson,freyamy@gmail.com,33.0,2022-07-26,112483.95,Finance,Poor
594,Christine Young,kimberlyfaulkner@lopez.com,44.0,2025-01-18,75490.13,Finance,Poor
595,Margaret Swanson,lawrencemichele@nguyen.com,34.0,2021-05-15,93748.42,HR,
596,Crystal Roy,morenomichelle@hughes.info,56.0,2021-03-03,87389.65,Engineering,Good
597,Dr. Jose Williams,powelljennifer@gmail.com,53.0,2021-07-26,57844.13,HR,
598,James Padilla,vreyes@wagner.info,45.0,2025-01-18,92871.69,Finance,Good
599,Ms. Rachel Sanders DVM,taramurray@williams-smith.org,44.0,2024-03-11,,,Poor
600,Alex Cummings,ncox@gmail.com,36.0,2021-04-25,67657.32,Sales,
601,Kelly Hudson,anna95@gallegos-hall.com,55.0,2025-03-28,45470.78,HR,Poor
602,Douglas Edwards,jenniferrodriguez@compton-stevens.com,54.0,2024-09-30,105089.39,HR,
603,Michael Dyer,abigail18@gmail.com,68.0,2025-04-01,104483.88,,Good
604,Amanda Taylor,mchavez@hotmail.com,70.0,2024-12-06,31535.95,,
